City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,susaki,33.3667,133.2833,21.04,90,100,1.15,JP,1686765219
295,pahrump,36.2083,-115.9839,30.7,28,7,2.68,US,1686765219
296,al wajh,26.2455,36.4525,30.97,62,0,5.14,SA,1686765220
297,rocha,-34.4833,-54.3333,14.2,35,3,1.41,UY,1686765026
298,juegang,32.3174,121.1855,20.53,80,0,1.36,CN,1686765220
299,thunder bay,48.4001,-89.3168,12.99,67,100,4.63,CA,1686764947
300,puerto madero,14.7208,-92.4215,30.9,70,44,4.01,MX,1686765221
301,negombo,7.2083,79.8358,28.03,83,40,3.09,LK,1686764989
302,aykhal,66.0,111.5,8.1,83,100,9.54,RU,1686764709
303,kikwit,-5.041,18.8162,23.87,82,78,1.89,CD,1686765221
304,carbonear,47.7332,-53.2148,15.97,82,56,3.02,CA,1686765222
305,san patricio,28.017,-97.5169,33.05,47,90,8.09,US,1686765222
306,port mathurin,-19.6833,63.4167,25.01,79,8,8.88,MU,1686764624
307,morinville,53.8001,-113.652,12.89,94,100,9.26,CA,1686765222
308,dunedin,-45.8742,170.5036,7.11,74,85,1.34,NZ,1686764471
309,vila velha,-20.3297,-40.2925,26.97,74,20,4.63,BR,1686764708
310,kavaratti,10.5669,72.642,29.37,76,100,7.47,IN,1686764813
311,torit,4.4133,32.5678,22.18,86,70,1.89,SS,1686765223
312,trancas,-26.2314,-65.2803,17.67,26,0,0.37,AR,1686765224
313,lamu,-2.2717,40.902,25.48,80,98,5.81,KE,1686765224
314,zhongshan,21.3226,110.5829,26.67,88,94,2.82,CN,1686765224
315,las tablas,7.7667,-80.2833,30.11,69,100,2.32,PA,1686765163
316,bozhou,33.8772,115.7703,26.22,41,0,2.77,CN,1686765225
317,saipan,15.1355,145.701,28.39,100,75,6.17,MP,1686764659
318,kingston,17.997,-76.7936,33.47,65,20,10.29,JM,1686764496
319,chibougamau,49.9168,-74.3659,20.79,49,75,2.57,CA,1686764490
320,dalbandin,28.8947,64.4101,33.96,16,0,6.0,PK,1686765225
321,nouadhibou,20.931,-17.0347,24.99,61,21,10.8,MR,1686764744
322,island harbour,50.724,-1.2758,26.04,69,14,1.32,GB,1686764711
323,wailua homesteads,22.0669,-159.378,25.48,91,100,7.2,US,1686764709
324,jolo,6.05,121.0167,25.25,89,100,1.1,PH,1686765226
325,gorontalo,0.5412,123.0595,24.1,95,99,0.71,ID,1686765226
326,bremen,53.0752,8.8078,23.89,33,0,3.6,DE,1686765035
327,ebon,4.582,168.6964,28.5,80,81,6.96,MH,1686765227
328,ad dawadimi,24.5077,44.3924,32.64,12,2,1.27,SA,1686765227
329,punta arenas,-53.15,-70.9167,6.06,75,20,8.23,CL,1686765227
330,saint-francois,46.4154,3.9054,27.69,24,0,3.6,FR,1686764564
331,merizo village,13.2658,144.6691,28.31,90,58,6.69,GU,1686765228
332,sur,22.5667,59.5289,31.64,61,100,5.57,OM,1686765228
333,mogocha,53.7333,119.7667,8.26,63,100,1.08,RU,1686764870
334,quang ngai,15.1167,108.8,25.73,86,100,2.33,VN,1686765229
335,yorkton,51.2167,-102.4677,18.91,63,0,6.69,CA,1686765229
336,peniche,39.3558,-9.3811,23.38,76,5,6.5,PT,1686765229
337,tolanaro,-25.0319,46.9987,23.04,78,0,6.17,MG,1686764791
338,kailua-kona,19.6406,-155.9956,26.24,81,75,1.54,US,1686764860
339,murzuq,25.9155,13.9184,36.63,10,10,4.49,LY,1686765230
340,pons,45.5799,-0.5478,26.97,47,0,6.17,FR,1686765231
341,novaya igirma,57.1334,103.9112,7.97,94,100,4.75,RU,1686765231
342,banfora,10.6333,-4.7667,28.09,68,67,1.45,BF,1686765231
343,usogorsk,63.4106,48.6872,11.69,56,31,2.15,RU,1686765232
344,santander jimenez,24.2167,-98.4667,41.96,16,9,5.66,MX,1686765232
345,mugia,43.1041,-9.2179,24.39,86,13,3.76,ES,1686764881
346,nuuk,64.1835,-51.7216,5.34,60,20,2.57,GL,1686764713
347,hithadhoo,-0.6,73.0833,27.92,78,92,3.22,MV,1686764718
348,rikaze,29.25,88.8833,9.51,75,100,2.18,CN,1686765233
349,delyatyn,48.5235,24.6247,14.79,95,32,1.41,UA,1686765233
350,qiancheng,27.185,109.7654,22.48,82,95,0.92,CN,1686765233
351,aldinga beach,-35.2793,138.4604,12.37,87,96,8.79,AU,1686765233
352,conceicao do araguaia,-8.2578,-49.2647,30.39,54,34,1.09,BR,1686765233
353,colonia,50.9333,6.95,25.51,32,0,3.6,DE,1686765233
354,newnham,-41.3833,147.1333,8.15,91,75,3.6,AU,1686765233
355,kudahuvadhoo,2.6708,72.8944,28.71,76,100,6.05,MV,1686765233
356,ulanhot,46.0833,122.0833,16.14,86,89,5.12,CN,1686765234
357,lodja,-3.4833,23.4333,22.84,84,90,0.27,CD,1686765234
358,solnechnyy,50.7214,136.6319,10.35,95,73,2.01,RU,1686765234
359,caluula,11.9661,50.7569,31.59,63,100,3.27,SO,1686765235
360,orlu,5.7946,7.035,23.62,92,63,2.41,NG,1686765235
361,carnarvon,-24.8667,113.6333,18.46,71,88,9.67,AU,1686764669
362,luorong,24.4058,109.6086,25.06,80,74,1.33,CN,1686765236
363,labytnangi,66.6572,66.4183,4.1,72,99,5.99,RU,1686764485
364,namtsy,62.7161,129.6658,4.9,96,18,2.86,RU,1686765236
365,talcahuano,-36.7167,-73.1167,14.82,51,0,3.09,CL,1686765236
366,benavente,42.0025,-5.6783,24.81,33,53,0.45,ES,1686765236
367,cherdyn',60.403,56.4787,13.5,75,67,2.14,RU,1686765236
368,avetrana,40.3529,17.7349,24.93,83,98,6.7,IT,1686765237
369,kharp,66.8014,65.8081,2.83,88,83,4.62,RU,1686765237
370,bodaybo,57.8506,114.1933,10.75,70,77,1.4,RU,1686764718
371,wanning,18.8003,110.3967,26.82,89,100,1.01,CN,1686765237
372,charters towers,-20.1,146.2667,17.04,85,90,2.01,AU,1686764810
373,vilyuchinsk,52.9306,158.4028,7.15,85,55,0.61,RU,1686764659
374,inari,68.906,27.0288,20.11,45,21,4.48,FI,1686765238
375,luancheng,37.8792,114.6517,21.09,25,0,2.05,CN,1686765238
376,prado,-17.3411,-39.2208,25.72,69,10,2.87,BR,1686765238
377,betio village,1.358,172.9211,28.54,78,49,5.96,KI,1686764859
378,zelenoborskiy,66.845,32.3622,14.97,55,25,0.85,RU,1686765238
379,santangpu,27.3987,111.9928,21.78,80,71,1.08,CN,1686765238
380,jianguang,28.1938,115.7836,22.09,86,38,0.36,CN,1686765238
381,roschinskiy,53.2669,40.0039,16.37,76,100,4.88,RU,1686765239
382,gorgan,36.8387,54.4348,25.98,74,40,4.12,IR,1686765239
383,pacanga,-7.1667,-79.5,26.63,55,18,6.8,PE,1686765239
384,qamdo,31.1667,97.2333,2.22,94,100,1.31,CN,1686765239
385,telfs,47.3,11.0667,22.71,57,44,2.19,AT,1686765240
386,kristiansund,63.1115,7.732,19.03,59,0,4.12,NO,1686764834
387,camacupa,-12.0167,17.4833,18.97,33,75,2.44,AO,1686764852
388,fortaleza,-3.7227,-38.5247,31.07,55,0,6.69,BR,1686764853
389,trincomalee,8.5711,81.2335,28.23,73,100,5.67,LK,1686765241
390,gampola,7.1643,80.5696,23.23,84,100,1.2,LK,1686765241
391,al qitena,14.8648,32.3668,31.77,46,81,6.5,SD,1686765241
392,manzini,-26.25,31.5,25.62,25,0,2.69,SZ,1686765242
393,praia da vitoria,38.7333,-27.0667,24.14,69,40,6.51,PT,1686764474
394,sao vicente,-23.9631,-46.3919,21.26,56,100,0.89,BR,1686765242
395,santa elena de uairen,4.6167,-61.1333,25.79,67,66,4.58,VE,1686764810
396,zhangjiakou shi xuanhua qu,40.6103,115.0447,23.71,34,13,1.06,CN,1686765243
397,sungai penuh,-2.0833,101.3833,17.77,98,93,0.99,ID,1686765243
398,santarem,-2.4431,-54.7083,30.07,79,40,4.63,BR,1686765243
399,vodnyy,63.5046,53.4095,9.32,61,60,2.28,RU,1686765244
400,virginia beach,36.8529,-75.978,30.02,38,0,8.75,US,1686764873
401,oruro,-17.9833,-67.15,13.27,24,0,6.17,BO,1686765244
402,warman,52.3168,-106.5679,26.95,39,40,9.26,CA,1686765051
403,poronaysk,49.2167,143.1167,9.32,99,100,4.69,RU,1686765244
404,antofagasta,-23.65,-70.4,16.6,62,1,4.01,CL,1686765082
405,myshkin,57.7897,38.4545,15.39,59,8,0.5,RU,1686765245
406,okhotsk,59.3833,143.3,7.3,97,100,3.9,RU,1686764826
407,uturoa,-16.7333,-151.4333,27.52,79,44,7.78,PF,1686764661
408,kuala tungkal,-0.8167,103.4667,25.12,91,98,2.43,ID,1686765245
409,taroa,8.7058,171.2275,27.92,81,99,10.35,MH,1686765246
410,murun-kuren,49.6342,100.1625,11.92,66,34,3.57,MN,1686765246
411,queenstown,-31.8976,26.8753,11.27,65,77,13.08,ZA,1686764668
412,sinabang,2.4803,96.3801,26.99,76,48,2.78,ID,1686765246
413,grahamstown,-33.3042,26.5328,9.42,77,100,3.24,ZA,1686765246
414,nelson bay,-32.7167,152.15,11.11,78,0,4.47,AU,1686764989
415,nsanje,-16.92,35.262,23.04,42,1,1.46,MW,1686765164
416,aasiaat,68.7098,-52.8699,0.4,76,52,3.25,GL,1686764660
417,flying fish cove,-10.4217,105.6791,25.82,83,85,6.17,CX,1686764774
418,upington,-28.4478,21.2561,14.21,38,0,3.6,ZA,1686765247
419,al bawiti,28.3492,28.8659,28.8,30,0,4.03,EG,1686765248
420,ufa,54.775,56.0375,20.65,95,100,1.66,RU,1686765248
421,mel'nikovo,56.5558,84.085,11.83,53,63,3.44,RU,1686765249
422,conception bay south,47.4999,-52.9981,15.58,77,18,1.46,CA,1686764836
423,humberto de campos,-2.5983,-43.4611,29.59,66,35,2.18,BR,1686765249
424,dhidhdhoo,6.8833,73.1,28.9,79,94,6.37,MV,1686765030
425,shevchenko,48.5,35.0,18.61,81,75,2.74,UA,1686764991
426,agadez,19.75,10.25,37.21,12,1,4.15,NE,1686765250
427,raposa,-6.5167,-44.1833,33.96,28,0,2.92,BR,1686765250
428,mongomo,1.6274,11.3135,21.45,95,71,1.3,GQ,1686765250
429,sitka,57.0531,-135.33,9.94,71,75,0.0,US,1686764667
430,sydney,-33.8679,151.2073,9.59,69,0,4.12,AU,1686764953
431,rodolfo sanchez taboada,31.7167,-116.5667,18.39,74,33,0.89,MX,1686765254
432,thinadhoo,0.5333,72.9333,28.58,77,88,5.33,MV,1686765254
433,sao felix do xingu,-6.6447,-51.995,32.57,44,22,2.41,BR,1686765255
434,nizao,18.25,-70.2,31.93,60,92,5.53,DO,1686765255
435,mehran,33.1222,46.1646,34.06,17,0,4.78,IR,1686765255
436,mejit,10.2753,170.8646,27.82,80,89,10.03,MH,1686765255
437,san agustin acasaguastlan,14.95,-89.9667,31.17,43,22,2.09,GT,1686765255
438,chanute,37.6792,-95.4572,24.12,68,0,3.6,US,1686765086
439,taoudenni,22.6783,-3.9836,42.15,8,0,5.13,ML,1686765256
440,i-n-salah,27.1935,2.4607,40.76,7,0,7.42,DZ,1686765256
441,alice springs,-23.7,133.8833,2.75,70,0,2.06,AU,1686764711
442,cabedelo,-6.9811,-34.8339,26.37,81,13,4.99,BR,1686765256
443,belabo,4.9333,13.3,22.27,91,76,1.06,CM,1686765256
444,remire-montjoly,4.9167,-52.2667,26.02,94,75,6.17,GF,1686764778
445,barguzin,53.6167,109.6167,11.95,61,28,1.25,RU,1686765257
446,darwin,-12.4611,130.8418,21.99,94,81,2.06,AU,1686764725
447,vila franca do campo,37.7167,-25.4333,21.23,78,90,4.43,PT,1686765257
448,buurhakaba,2.8026,44.0781,24.6,69,84,7.18,SO,1686765257
449,zima,53.9202,102.0442,6.33,91,100,6.61,RU,1686765258
450,geraldton,-28.7667,114.6,13.23,94,40,3.6,AU,1686764422
451,boa vista,2.8197,-60.6733,30.99,55,40,5.14,BR,1686764980
452,leticia,-4.2153,-69.9406,22.03,83,100,4.12,CO,1686765259
453,ebaye,8.7748,167.7392,28.01,78,40,6.69,MH,1686765259
454,zhangye,38.9342,100.4517,22.28,33,16,3.46,CN,1686765259
455,kunhegyes,47.3667,20.6333,22.99,56,35,1.61,HU,1686765260
456,ocean shores,46.9737,-124.1563,14.97,77,75,6.69,US,1686765260
457,burang,30.25,81.1667,5.99,85,85,2.39,CN,1686765260
458,mamfe,5.754,9.3123,24.07,94,65,0.86,CM,1686765260
459,senanga,-16.1167,23.2667,18.01,24,0,2.04,ZM,1686765260
460,tabou,4.423,-7.3528,26.17,67,43,3.23,CI,1686765260
461,nogliki,51.8333,143.1667,5.18,99,100,4.12,RU,1686765261
462,kenai,60.5544,-151.2583,11.05,62,100,3.09,US,1686764774
463,lazaro cardenas,17.9583,-102.2,31.88,52,69,4.17,MX,1686764732
464,sinop,41.7711,34.8709,14.15,95,63,0.6,TR,1686765261
465,puro,12.4841,123.3827,27.25,81,100,1.61,PH,1686765261
466,langueux,48.495,-2.7185,21.39,68,0,3.09,FR,1686765261
467,beberibe,-4.1797,-38.1306,28.36,67,21,4.68,BR,1686765261
468,chipinge,-20.1883,32.6236,15.23,24,0,0.91,ZW,1686765262
469,kalat,29.0225,66.5916,21.93,58,24,2.56,PK,1686765262
470,biloela,-24.4167,150.5,11.43,52,0,3.37,AU,1686765262
471,fougamou,-1.2154,10.5838,25.47,82,95,1.17,GA,1686765262
472,tbeng meanchey,13.8167,104.9667,25.35,87,100,1.13,KH,1686765262
473,burayevo,55.8407,55.4083,12.95,91,70,3.06,RU,1686765263
474,santos dumont,-21.4567,-43.5525,23.67,57,16,2.6,BR,1686765263
475,sogndal,61.2283,7.1003,27.21,35,20,2.06,NO,1686765263
476,mezhdurechenskiy,59.6,65.9333,16.06,62,57,3.79,RU,1686765263
477,misawa,40.6836,141.3597,18.11,99,100,1.3,JP,1686765265
478,tonkino,57.3726,46.4629,14.75,65,3,1.43,RU,1686765265
479,malango,-2.9627,119.9001,19.03,98,95,0.76,ID,1686764860
480,pitea,65.3172,21.4794,17.05,47,59,2.63,SE,1686765265
481,cannonvale,-20.2833,148.7,20.66,81,84,1.71,AU,1686765266
482,minas,-34.3759,-55.2377,12.88,37,2,1.65,UY,1686765266
483,constitucion,-35.3333,-72.4167,15.45,42,55,3.82,CL,1686765266
484,daru,-9.0763,143.2092,25.15,88,96,6.42,PG,1686764752
485,haiku-pauwela,20.9219,-156.3051,24.47,77,20,2.06,US,1686764711
486,cahors,44.4167,1.3333,22.6,51,5,4.68,FR,1686765266
487,nikolayevsk-on-amure,53.1406,140.73,9.79,99,96,1.92,RU,1686765267
488,ndjole,-0.1783,10.7649,26.31,80,90,1.01,GA,1686765267
489,nadi,-17.8,177.4167,22.0,94,75,0.0,FJ,1686764772
490,lubango,-14.9172,13.4925,18.92,42,4,2.06,AO,1686765267
491,port macquarie,-31.4333,152.9167,3.83,71,0,2.25,AU,1686765268
492,barra de santo antonio,-9.4047,-35.5072,25.6,83,37,5.04,BR,1686765268
493,visegrad,43.7847,19.2992,16.64,97,100,1.28,BA,1686765268
494,wynyard,-41.0,145.7167,8.32,91,99,3.76,AU,1686765268
495,saint croix,17.7397,-64.7388,31.25,62,40,6.69,VI,1686765268
496,mount pearl,47.5166,-52.7813,15.25,77,75,3.6,CA,1686765269
497,bikin,46.8161,134.26,16.65,99,98,1.15,RU,1686765269
498,san antonio oeste,-40.7319,-64.9477,18.79,20,52,2.76,AR,1686765269
499,kourou,5.1552,-52.6478,26.03,75,86,3.5,GF,1686765269
500,kismayo,-0.3582,42.5454,25.6,79,88,5.75,SO,1686765270
501,gornyy,55.1153,83.9059,7.57,73,15,3.08,RU,1686765270
502,kas,36.2018,29.6377,23.6,74,6,3.51,TR,1686765270
503,santa luzia,-19.7697,-43.8514,26.5,52,75,5.14,BR,1686765270
504,hasaki,35.7333,140.8333,21.79,95,100,6.18,JP,1686765271
505,inga,-7.2808,-35.6044,26.25,86,69,5.08,BR,1686765271
506,yamba,-5.9,22.3,22.62,81,91,0.36,CD,1686765271
507,carnot,4.9409,15.8665,23.04,92,94,0.3,CF,1686765271
508,quellon,-43.1167,-73.6167,10.14,93,100,2.06,CL,1686765272
509,bintulu,3.1667,113.0333,25.23,100,20,2.57,MY,1686765272
510,fallon,39.4735,-118.7774,24.95,52,0,0.0,US,1686765272
511,zmiyevka,52.6697,36.3739,15.57,90,100,4.77,RU,1686765272
512,copainala,17.0833,-93.2,36.94,31,1,2.09,MX,1686765273
513,astrakhan,46.3497,48.0408,25.93,69,0,1.0,RU,1686765273
514,happy valley-goose bay,53.3168,-60.3315,26.17,27,75,7.72,CA,1686765273
515,donggang,28.9365,114.2259,20.93,90,88,0.96,CN,1686765273
516,isla vista,34.4133,-119.861,17.94,76,100,2.57,US,1686765106
517,pitimbu,-7.4706,-34.8086,26.33,84,10,6.23,BR,1686765273
518,twon-brass,4.3151,6.2418,27.02,79,69,6.76,NG,1686765274
519,kita,13.0349,-9.4895,33.83,40,70,1.61,ML,1686765274
520,porto velho,-8.7619,-63.9039,16.03,67,100,3.6,BR,1686764978
521,hastings,50.8552,0.5729,23.86,67,0,4.61,GB,1686764792
522,punta alta,-38.8759,-62.0736,16.15,28,99,8.65,AR,1686765274
523,kapuskasing,49.4169,-82.4331,11.05,87,100,4.12,CA,1686764498
524,dryden,49.7833,-92.7503,10.16,76,100,4.63,CA,1686765200
525,novodvinsk,64.4165,40.8122,13.13,57,7,1.11,RU,1686764728
526,grove,51.6095,-1.4219,27.04,34,0,4.63,GB,1686765275
527,bonthe,7.5264,-12.505,28.09,70,77,4.53,SL,1686765275
528,santa cruz,-17.8,-63.1667,17.03,36,75,8.23,BO,1686764730
529,sultanah,24.4926,39.5857,40.25,6,20,1.54,SA,1686765276
530,rongelap,11.1635,166.8941,27.65,79,61,9.52,MH,1686764697
531,nurota,40.5614,65.6886,28.66,16,0,2.48,UZ,1686765276
532,new kingston,18.0075,-76.7832,34.38,63,20,10.29,JM,1686765276
533,ongjin,37.9347,125.3619,17.13,81,21,1.6,KP,1686765276
534,brookings,44.3114,-96.7984,28.36,38,0,0.0,US,1686764710
535,azadshahr,34.7909,48.5707,19.27,30,0,2.06,IR,1686765277
536,tucurui,-3.7661,-49.6725,30.42,64,29,0.99,BR,1686765277
537,aracuai,-16.8497,-42.0703,32.12,27,0,1.97,BR,1686765277
538,guerrero negro,27.9769,-114.0611,19.96,64,77,9.34,MX,1686764776
539,pucheng,27.9233,118.5333,19.36,96,38,0.41,CN,1686765278
540,broome,42.2506,-75.833,17.23,92,100,3.13,US,1686765278
541,nadym,65.5333,72.5167,4.55,89,100,5.55,RU,1686764469
542,berezovo,63.9381,65.0419,8.19,61,99,5.46,RU,1686765278
543,qa'en,33.7265,59.1844,26.48,15,0,5.38,IR,1686765278
544,balqash,46.8481,74.995,20.05,30,39,11.45,KZ,1686765278
545,south hedland,-20.4089,118.5983,14.96,67,9,1.54,AU,1686764699
546,laguna,38.421,-121.4238,27.79,60,0,3.09,US,1686764762
547,bikenibeu village,1.3673,173.1241,28.98,79,20,3.09,KI,1686765279
548,fada,9.5667,8.3,22.48,87,75,1.82,NG,1686765279
549,agogo,6.8,-1.0819,25.15,71,98,1.37,GH,1686765279
550,sidi bouzid,35.0382,9.4849,21.73,66,70,5.88,TN,1686765279
551,puerto baquerizo moreno,-0.9,-89.6,27.55,69,40,8.23,EC,1686764815
552,vail,32.0479,-110.712,32.46,11,0,1.34,US,1686765060
553,waddan,29.1614,16.139,38.31,10,7,5.98,LY,1686765282
554,vanino,49.0869,140.2543,10.36,99,96,1.9,RU,1686765282
555,la sarre,48.8002,-79.1996,19.46,53,82,2.73,CA,1686765282
556,mbuji-mayi,-6.15,23.6,24.59,71,90,1.79,CD,1686765282
557,letlhakane,-21.4167,25.5833,14.23,23,0,2.77,BW,1686765298
558,la palma,33.8464,-118.0467,19.61,81,100,2.57,US,1686765301
559,buraydah,26.326,43.975,38.25,12,12,3.51,SA,1686765176
560,guatrache,-37.6678,-63.5302,16.35,16,62,7.71,AR,1686764718
561,leava,-14.3,-178.1667,27.13,82,58,9.22,WF,1686765301
562,eldorado at santa fe,35.5264,-105.9347,24.66,26,0,6.17,US,1686765301
563,acarau,-2.8856,-40.12,27.78,71,0,9.03,BR,1686764736
564,celestun,20.8667,-90.4,34.19,54,0,3.24,MX,1686765302
565,hadibu,12.65,54.0333,28.05,78,100,7.98,YE,1686765303
566,raja,8.4596,25.678,23.27,90,100,2.92,SS,1686764872
567,mirante do paranapanema,-22.2919,-51.9064,11.85,96,100,2.98,BR,1686765310
568,kokoda,-8.8785,147.7407,23.13,94,100,1.05,PG,1686765311
569,sosnovo-ozerskoye,52.5249,111.5418,7.46,89,15,1.78,RU,1686765311
570,al hufuf,25.3646,49.5653,37.19,12,13,2.57,SA,1686765311
571,tacuarembo,-31.7333,-55.9833,13.99,50,0,3.56,UY,1686765312
572,east london,-33.0153,27.9116,13.52,82,0,3.6,ZA,1686765312
573,minas de marcona,-15.2119,-75.1103,17.56,60,45,6.93,PE,1686764840
574,weno,7.4515,151.8468,28.97,79,100,3.09,FM,1686764740
575,severo-yeniseyskiy,60.3725,93.0408,3.51,73,59,3.09,RU,1686764790
576,zouerate,22.7187,-12.4521,36.15,14,0,4.69,MR,1686764732
577,marsabit,2.3284,37.9899,23.43,44,56,6.46,KE,1686765320
578,mahina,-17.5065,-149.489,26.87,65,75,3.09,PF,1686765327
579,broken hill,-31.95,141.4333,7.99,71,5,1.9,AU,1686764758
580,papar,5.7333,115.9333,25.0,92,95,1.31,MY,1686765328
581,prince rupert,54.3161,-130.3201,13.05,70,20,7.2,CA,1686765309
582,puerto madryn,-42.7692,-65.0385,18.25,31,9,5.57,AR,1686765196
583,landshut,48.5333,12.15,21.77,68,72,3.07,DE,1686765310
584,opuwo,-18.0607,13.84,19.24,22,0,2.73,NA,1686765329
585,fisterra,42.9049,-9.2629,24.3,81,20,5.63,ES,1686765329
586,taro,-8.3862,115.28,22.0,89,89,0.7,ID,1686765330
587,sinuiju,40.1006,124.3981,16.34,83,2,1.14,KP,1686765330
588,aydarken,39.9443,71.3429,18.04,43,98,3.07,KG,1686765331
589,pico truncado,-46.7949,-67.9573,9.89,56,70,6.73,AR,1686765331
